"simulation_index","MOD_demand_subset","fleet_size","network_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","demand_base","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","Simulated?"
"183","0.02","1000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"184","0.05","2500","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"185","0.1","5000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"186","0.2","10000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"187","0.4","20000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"188","0.6","30000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"189","0.8","40000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"190","1","50000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"191","0.02","1000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"192","0.05","2500","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"193","0.1","5000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"194","0.2","10000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"195","0.4","20000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"196","0.6","30000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"197","0.8","40000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"198","1","50000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"199","0.02","1000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"200","0.05","2500","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"201","0.1","5000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"202","0.2","10000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"203","0.4","20000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"204","0.6","30000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"205","0.8","40000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"206","1","50000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"207","0.02","1000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"208","0.05","2500","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"209","0.1","5000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"210","0.2","10000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"211","0.4","20000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"212","0.6","30000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","1"
"213","0.8","40000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","0"
"214","1","50000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","1","300","","30","0"
"215","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"216","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","1"
"217","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","1"
"218","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","1"
"219","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","1"
"220","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","1"
"221","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","1"
"222","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","1"
"223","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","1"
"224","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","1"
"225","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","1"
"226","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","1"
"227","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","1"
"228","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","1"
"229","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","1"
"230","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","1"
"231","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","1"
"232","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","1"
"233","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","1"
"234","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","1"
"235","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","1"
"236","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","1"
"237","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","1"
"238","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"239","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","1"
"240","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","1"
"241","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","1"
"242","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","1"
"243","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","1"
"244","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","1"
"245","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","1"
"246","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","1"
"247","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","1"
"248","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","1"
"249","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","1"
"250","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","1"
"251","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","1"
"252","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","1"
"253","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","1"
"254","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","1"
"255","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","1"
"256","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","1"
"257","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","1"
"258","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","1"
"259","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","1"
"260","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","1"
"261","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"262","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","1"
"263","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","1"
"264","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","1"
"265","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","1"
"266","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","1"
"267","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","1"
"268","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","1"
"269","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","1"
"270","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","1"
"271","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","1"
"272","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","0","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","1"
